City,State,County,Population,People per sq mi,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Median rent,Median home price,Median home square feet,Median home cost per sq ft,Median home age,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Metro,Timezone,Elevation (ft),UV Index,Home Ownership Rate,Single Population,Walk Score,Transit Score,Bike Score,Poverty Rate, % of income spent on housing costs (owners),Foreign Born %,Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year
Porter township (Van Buren Cnty),Michigan,Van Buren County,2258,68,83,32,51,38,139,168,68,N/A,N/A,N/A,11,23,51,N/A,$57778,N/A,$198100,N/A,N/A,44,9%,31%,25%,83,27 mins,5.30%,0.40%,-11.30%,39.80%,53.80%,N/A,N/A,N/A,4.60%,Kalamazoo-Portage,Eastern Standard Time,803,3.6,56.70%,43.90%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,1
Portland,Michigan,Ionia County,3905,1485,82,30,52,34,131,165,48,58.2,39.3,9,11,18,33,21.56%,$55319,$925,$163000,N/A,N/A,48,6%,35%,25%,82,24 mins,5.00%,1.30%,0.10%,30.90%,61.50%,2.19%,2.04%,91.92%,3.80%,Ionia,N/A,N/A,3.4,56.20%,43.70%,63,N/A,67,6%,14.5%,2.5%,35.92,6,1
Portland township,Michigan,Ionia County,3421,106,82,30,52,34,130,167,47,N/A,N/A,N/A,10,19,38,N/A,$64360,N/A,$193200,N/A,N/A,39,8%,38%,26%,82,27 mins,5.00%,1.30%,4.30%,30.90%,61.50%,N/A,N/A,N/A,2.10%,Ionia,N/A,N/A,3.4,81.90%,38.00%,0,N/A,24,N/A,N/A,N/A,0.00,6,1
Portsmouth charter township,Michigan,Bay County,3235,161,82,29,53,32,118,170,41,N/A,N/A,N/A,11,22,47,N/A,$49107,N/A,$98000,N/A,N/A,54,6%,23%,7%,80,21 mins,5.50%,0.30%,-3.60%,40.60%,53.20%,N/A,N/A,N/A,6.60%,Bay City,Eastern Standard Time,595,3.3,84.60%,42.00%,0,N/A,43,N/A,N/A,N/A,0.00,5,1
Posen,Michigan,Presque Isle County,220,220,79,27,52,29,145,171,85,54.9,35.4,8,16,35,41,8.13%,$28958,$557,$76400,N/A,N/A,51,5%,29%,8%,91,24 mins,7.10%,-0.70%,-13.70%,33.10%,61.80%,N/A,2.60%,95.62%,N/A,None,N/A,N/A,3.2,52.00%,60.60%,23,N/A,36,15.1%,16.3%,0%,247.93,3,0
Potterville,Michigan,Eaton County,2647,1516,82,30,52,35,132,173,43,57.9,39.4,9,6,18,36,19.27%,$49073,$815,$140500,N/A,N/A,26,3%,30%,16%,80,24 mins,4.60%,1.30%,3.60%,44.10%,48.80%,N/A,4.09%,91.71%,5.70%,Lansing-East Lansing,Eastern Standard Time,841,3.4,65.00%,50.80%,41,N/A,39,10.1%,17.8%,0%,42.57,6,2
Powell,Michigan,Marquette County,448,3,76,24,52,32,156,186,151,N/A,N/A,N/A,13,29,52,34.91%,$46023,$633,$201300,N/A,N/A,49,7%,37%,31%,93,17 mins,5.60%,0.00%,-13.20%,48.30%,44.10%,N/A,N/A,96.89%,N/A,Marquette,N/A,N/A,3.1,28.10%,50.70%,0,N/A,11,N/A,N/A,N/A,N/A,N/A,0
Powers,Michigan,Menominee County,443,472,79,26,53,31,123,191,58,53.9,33.3,7,15,34,66,9.29%,$23661,$495,$89000,N/A,N/A,61,7%,31%,16%,91,20 mins,5.00%,-0.50%,35.50%,32.70%,61.90%,N/A,N/A,97.57%,N/A,Marinette,N/A,N/A,3.2,52.80%,57.90%,15,N/A,N/A,15.9%,17.6%,0%,84.03,0,1
Prairie Ronde,Michigan,Kalamazoo County,2345,65,84,32,52,38,139,161,46,N/A,N/A,8,8,17,43,37.97%,$72896,$629,$220800,N/A,N/A,30,9%,35%,25%,83,24 mins,4.40%,1.00%,-1.10%,53.20%,40.40%,N/A,1.51%,96.65%,2.60%,Kalamazoo-Portage,Eastern Standard Time,803,3.4,95.00%,35.00%,0,N/A,32,N/A,N/A,N/A,N/A,N/A,2
Prairieville,Michigan,Barry County,3422,104,83,31,52,38,139,160,68,N/A,N/A,N/A,7,10,43,31.66%,$61464,$737,$220100,N/A,N/A,50,11%,45%,38%,81,37 mins,4.10%,1.90%,0.20%,29.90%,62.90%,N/A,1.12%,96.03%,4.70%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.2,70.90%,39.20%,6,N/A,26,N/A,N/A,N/A,N/A,N/A,2
Prescott,Michigan,Ogemaw County,294,265,81,28,53,32,120,168,49,55,35.7,8,15,34,48,7.49%,$54750,$650,$46100,N/A,N/A,39,7%,28%,33%,88,23 mins,6.80%,0.50%,40.00%,29.00%,65.40%,N/A,N/A,99.19%,5.40%,None,N/A,N/A,3.4,61.00%,60.20%,9,N/A,34,13.1%,22.5%,0.5%,1,5,1
Presque Isle Harbor,Michigan,Presque Isle County,618,99,79,28,51,29,145,171,85,54.9,35.4,N/A,9,21,61,N/A,$55313,N/A,$197700,N/A,N/A,33,4%,30%,11%,92,24 mins,7.10%,-0.70%,-0.60%,33.10%,61.80%,N/A,N/A,100.00%,2.40%,None,N/A,N/A,3.2,46.50%,24.80%,0,N/A,23,3.2%,14.8%,1.9%,16.67,3,0
Prudenville,Michigan,Roscommon County,1776,645,80,27,53,31,147,168,75,54.9,35.6,7,14,31,52,19.97%,$32625,$856,$110400,N/A,N/A,45,4%,31%,18%,90,22 mins,7.50%,1.20%,7.40%,32.70%,62.20%,N/A,N/A,95.73%,1.40%,None,N/A,N/A,3.4,42.70%,49.00%,41,N/A,36,14.5%,17.1%,1.4%,141.45,3,1
Pulaski,Michigan,Jackson County,2039,56,82,30,52,36,130,175,42,N/A,N/A,N/A,11,25,48,18.06%,$45846,$775,$147900,N/A,N/A,41,11%,43%,30%,83,26 mins,4.90%,0.40%,3.60%,36.80%,56.70%,N/A,N/A,97.94%,N/A,Jackson,Eastern Standard Time,841,3.2,81.30%,43.20%,9,N/A,28,N/A,N/A,N/A,N/A,N/A,1
Putnam,Michigan,Livingston County,8424,247,82,30,52,33,133,172,40,N/A,N/A,N/A,10,20,46,28.89%,$68269,$990,$232400,N/A,N/A,39,8%,38%,39%,79,36 mins,3.70%,0.20%,1.10%,32.30%,61.70%,1.29%,N/A,97.32%,1.70%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.4,78.00%,42.80%,5,N/A,14,N/A,N/A,N/A,N/A,N/A,2
Quincy,Michigan,Branch County,1507,1217,82,30,52,38,136,176,46,59.2,40.3,8,21,31,38,16.77%,$31801,$758,$106200,N/A,N/A,69,10%,29%,16%,83,20 mins,5.10%,0.50%,-7.70%,28.70%,66.70%,N/A,N/A,98.70%,N/A,Coldwater,N/A,N/A,3.4,65.90%,46.50%,37,N/A,42,16.1%,15.9%,1%,221.96,6,1
Quincy township (Branch Cnty),Michigan,Branch County,4222,120,82,30,52,38,136,176,46,N/A,N/A,N/A,11,22,44,N/A,$43966,N/A,$98000,N/A,N/A,47,10%,29%,16%,83,21 mins,5.10%,0.50%,-2.70%,28.70%,66.70%,N/A,N/A,N/A,1.50%,Coldwater,N/A,N/A,3.4,68.80%,41.90%,28,N/A,36,N/A,N/A,N/A,N/A,N/A,1
Quincy township (Houghton Cnty),Michigan,Houghton County,314,82,76,21,55,32,152,186,205,N/A,N/A,N/A,9,20,38,N/A,$56500,N/A,$200100,N/A,N/A,60,7%,30%,15%,89,15 mins,6.20%,0.60%,-10.30%,38.20%,53.80%,N/A,N/A,N/A,N/A,Houghton,N/A,N/A,3.2,86.60%,36.50%,0,N/A,20,N/A,N/A,N/A,N/A,N/A,0
Quinnesec,Michigan,Dickinson County,843,559,79,23,56,28,117,188,58,53.7,32.7,7,10,23,60,30.76%,$53770,$783,$93500,N/A,N/A,46,5%,32%,16%,86,17 mins,6.20%,1.10%,-16.50%,29.60%,64.80%,N/A,N/A,100.00%,N/A,Iron Mountain,N/A,N/A,3.3,83.30%,30.50%,12,N/A,N/A,8.2%,10.5%,0%,71.17,0,0
Raber,Michigan,Chippewa County,599,6,78,26,52,32,141,156,89,N/A,N/A,N/A,12,27,59,16.87%,$35966,$596,$70600,N/A,N/A,34,6%,27%,18%,95,16 mins,6.50%,1.00%,0.00%,34.60%,58.70%,1.04%,N/A,89.60%,N/A,Sault Ste. Marie,N/A,N/A,3.2,36.00%,43.60%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,0
Raisin,Michigan,Lenawee County,7606,210,83,31,52,35,120,180,32,N/A,N/A,N/A,6,10,41,24.77%,$68350,$853,$162600,N/A,N/A,27,7%,37%,28%,80,30 mins,5.00%,0.80%,2.00%,36.20%,57.10%,N/A,N/A,94.02%,4.30%,Adrian,N/A,N/A,3.4,85.40%,33.30%,0,N/A,32,N/A,N/A,N/A,N/A,N/A,2
Ransom,Michigan,Hillsdale County,1004,33,83,31,52,37,126,178,39,N/A,N/A,N/A,11,24,41,12.12%,$45673,$675,$128400,N/A,N/A,74,12%,33%,20%,84,29 mins,5.20%,0.80%,-4.20%,24.10%,70.70%,N/A,N/A,97.99%,N/A,Hillsdale,N/A,N/A,3.5,73.90%,40.70%,0,N/A,12,N/A,N/A,N/A,N/A,N/A,1
Rapid City,Michigan,Kalkaska County,1614,298,80,28,52,32,140,165,118,55.1,36,8,13,29,43,13.08%,$32181,$729,$174400,N/A,N/A,43,5%,29%,23%,86,29 mins,5.50%,1.60%,-12.30%,25.80%,69.20%,N/A,1.61%,94.64%,3.50%,Traverse City,N/A,N/A,3.3,53.20%,40.20%,23,N/A,38,23.1%,18.0%,1.8%,106.24,0,1
Rapid River,Michigan,Kalkaska County,1115,32,78,26,52,33,149,165,124,N/A,N/A,9,13,28,43,10.03%,$35526,$633,$118300,N/A,N/A,35,7%,34%,24%,86,27 mins,5.50%,1.60%,-4.90%,25.80%,69.20%,1.39%,N/A,97.23%,1.40%,Traverse City,N/A,N/A,3.3,61.50%,41.60%,24,N/A,38,N/A,N/A,N/A,N/A,N/A,1
Ravenna,Michigan,Muskegon County,1279,1074,80,30,50,36,128,163,71,57.8,38.8,8,13,30,36,19.46%,$52679,$625,$150900,N/A,N/A,45,10%,47%,41%,83,26 mins,5.40%,0.20%,4.20%,47.40%,45.90%,N/A,N/A,96.58%,4.30%,Muskegon,Eastern Standard Time,620,3.4,74.40%,50.10%,41,N/A,36,8.9%,18.1%,0%,327.87,7,1
Ravenna township,Michigan,Muskegon County,2933,81,80,30,50,36,128,163,71,N/A,N/A,N/A,12,27,37,N/A,$54963,N/A,$132800,N/A,N/A,42,11%,52%,37%,83,26 mins,5.40%,0.20%,0.50%,47.40%,45.90%,N/A,N/A,N/A,7.60%,Muskegon,Eastern Standard Time,620,3.4,79.10%,44.80%,0,N/A,27,N/A,N/A,N/A,0.00,7,1
Ray,Michigan,Macomb County,3977,109,82,31,51,34,125,179,32,N/A,N/A,8,10,20,48,23.15%,$78326,$914,$262400,N/A,N/A,42,7%,37%,34%,78,28 mins,5.00%,0.20%,5.50%,42.00%,53.60%,N/A,N/A,99.63%,N/A,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.2,87.30%,39.30%,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1
Reading,Michigan,Hillsdale County,1026,1014,82,30,52,38,135,182,45,58.7,39.8,8,9,18,35,11.61%,$30653,$781,$97000,N/A,N/A,78,11%,28%,13%,84,24 mins,5.20%,0.80%,-5.00%,24.10%,70.70%,N/A,N/A,98.70%,1.80%,Hillsdale,N/A,N/A,3.5,61.40%,47.40%,44,N/A,37,13.1%,15.0%,0.3%,152.12,6,1
Reading township,Michigan,Hillsdale County,1889,56,82,30,52,38,135,178,45,N/A,N/A,N/A,12,27,48,N/A,$43207,N/A,$101000,N/A,N/A,45,12%,32%,20%,84,24 mins,5.20%,0.80%,-7.50%,24.10%,70.70%,N/A,N/A,N/A,1.40%,Hillsdale,N/A,N/A,3.5,53.70%,38.70%,0,N/A,25,N/A,N/A,N/A,0.00,6,1
Redford charter township,Michigan,Wayne County,47356,4214,84,32,52,34,126,180,34,N/A,N/A,N/A,37,42,40,N/A,$50006,N/A,$107100,N/A,N/A,62,16%,73%,20%,64,25 mins,6.50%,0.70%,-3.60%,66.40%,29.30%,N/A,N/A,N/A,3.90%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.3,69.50%,N/A,47,N/A,41,N/A,N/A,N/A,0.00,6,2
Reed City,Michigan,Osceola County,2709,1289,81,29,52,36,131,167,68,55.5,36.6,8,17,27,37,17.43%,$24707,$563,$82900,N/A,N/A,58,9%,58%,31%,86,28 mins,4.80%,1.70%,0.20%,25.50%,69.10%,N/A,5.02%,91.59%,1.60%,None,N/A,N/A,3.3,50.10%,68.10%,64,N/A,74,22.8%,16.9%,0.6%,207.95,4,1
Reeder,Michigan,Missaukee County,1021,29,80,27,53,33,150,165,69,N/A,N/A,N/A,12,26,45,12.66%,$41900,$797,$129000,N/A,N/A,31,7%,30%,15%,89,21 mins,5.00%,0.40%,-9.20%,21.40%,73.60%,N/A,N/A,98.30%,N/A,Cadillac,N/A,N/A,3.3,54.30%,38.80%,0,N/A,32,N/A,N/A,N/A,N/A,N/A,1
Reese,Michigan,Tuscola County,1500,1115,82,29,53,33,121,172,40,57.3,38.5,9,13,23,37,15.40%,$44107,$641,$122500,N/A,N/A,49,11%,31%,16%,83,23 mins,6.20%,-0.20%,-10.00%,28.70%,66.00%,N/A,N/A,95.28%,9.50%,Saginaw,Eastern Standard Time,595,3.2,74.20%,49.10%,37,N/A,37,10.1%,16.4%,1.2%,N/A,N/A,1
Republic,Michigan,Marquette County,410,113,77,22,55,31,154,187,173,53,32.5,8,16,35,50,18.38%,$22750,$605,$74100,N/A,N/A,60,7%,35%,31%,95,17 mins,5.60%,0.00%,-27.30%,48.30%,44.10%,N/A,N/A,98.67%,1.20%,Marquette,N/A,N/A,3.1,59.80%,60.70%,13,N/A,35,14.3%,22.9%,0%,19.34,0,0
Republic township,Michigan,Marquette County,831,7,77,22,55,31,154,186,173,N/A,N/A,N/A,14,30,55,N/A,$32841,N/A,$73300,N/A,N/A,51,7%,34%,31%,95,17 mins,5.60%,0.00%,-13.20%,48.30%,44.10%,N/A,N/A,N/A,1.80%,Marquette,N/A,N/A,3.1,36.90%,44.80%,13,N/A,25,N/A,N/A,N/A,0.00,0,0
Reynolds,Michigan,Montcalm County,5310,149,82,29,53,37,130,164,64,N/A,N/A,N/A,13,25,37,11.77%,$41392,$775,$109400,N/A,N/A,30,12%,50%,43%,85,35 mins,5.30%,1.80%,2.70%,29.40%,63.20%,N/A,N/A,97.59%,2.20%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.3,70.80%,46.40%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,1
Rich,Michigan,Lapeer County,1578,45,81,29,52,32,123,172,36,N/A,N/A,N/A,10,23,41,16.68%,$56313,$880,$134700,N/A,N/A,39,8%,36%,26%,86,38 mins,6.10%,0.10%,-1.40%,28.20%,66.50%,N/A,N/A,94.82%,5.50%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.3,80.40%,36.40%,0,N/A,21,N/A,N/A,N/A,N/A,N/A,2
Richfield township (Genesee Cnty),Michigan,Genesee County,8433,241,82,31,51,33,119,171,36,N/A,N/A,N/A,8,20,42,N/A,$59107,N/A,$162800,N/A,N/A,39,7%,48%,31%,75,29 mins,6.10%,0.40%,-3.50%,52.00%,42.60%,N/A,N/A,N/A,2.90%,Flint,Eastern Standard Time,771,3.3,84.90%,39.50%,10,N/A,26,N/A,N/A,N/A,N/A,N/A,2
Richland,Michigan,Kalamazoo County,759,748,84,32,52,36,140,162,56,58.5,39.7,8,7,18,48,50.36%,$60938,$732,$232900,N/A,N/A,27,11%,39%,30%,78,21 mins,4.40%,1.00%,7.50%,53.20%,40.40%,1.81%,4.64%,91.57%,5.30%,Kalamazoo-Portage,Eastern Standard Time,803,3.4,79.20%,42.50%,48,N/A,41,6%,16.8%,3.1%,192.80,6,2
Richland township (Kalamazoo Cnty),Michigan,Kalamazoo County,8011,233,84,32,52,36,139,161,57,N/A,N/A,N/A,10,20,42,N/A,$62288,N/A,$221700,N/A,N/A,31,9%,36%,24%,78,23 mins,4.40%,1.00%,8.70%,53.20%,40.40%,N/A,N/A,N/A,2.40%,Kalamazoo-Portage,Eastern Standard Time,803,3.4,75.50%,36.90%,3,N/A,25,N/A,N/A,N/A,N/A,N/A,2
Richland township (Missaukee Cnty),Michigan,Missaukee County,1364,38,80,27,53,33,150,165,69,N/A,N/A,N/A,9,20,42,N/A,$53333,N/A,$129100,N/A,N/A,38,7%,30%,15%,89,21 mins,5.00%,0.40%,-6.70%,21.40%,73.60%,N/A,N/A,N/A,N/A,Cadillac,N/A,N/A,3.3,80.50%,32.90%,0,N/A,19,N/A,N/A,N/A,N/A,N/A,1
Richland township (Montcalm Cnty),Michigan,Montcalm County,2769,78,83,29,54,33,108,164,52,N/A,N/A,N/A,11,24,41,N/A,$43107,N/A,$86900,N/A,N/A,40,12%,48%,41%,86,33 mins,5.30%,1.80%,-1.70%,29.40%,63.20%,N/A,N/A,N/A,3.80%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.3,72.30%,38.60%,0,N/A,23,N/A,N/A,N/A,N/A,N/A,1
Richland township (Saginaw Cnty),Michigan,Saginaw County,4009,109,82,30,52,32,124,172,42,N/A,N/A,N/A,10,14,43,N/A,$61196,N/A,$127800,N/A,N/A,45,7%,31%,17%,82,28 mins,5.70%,0.40%,-4.10%,46.80%,48.00%,N/A,N/A,N/A,4.90%,Saginaw,Eastern Standard Time,595,3.3,86.90%,44.70%,0,N/A,27,N/A,N/A,N/A,N/A,N/A,2
Richmond,Michigan,Macomb County,5871,2033,82,30,52,34,127,177,36,57.7,38.7,9,15,24,36,18.43%,$47331,$682,$262500,1671,$157,38,7%,48%,30%,68,27 mins,5.00%,0.20%,4.30%,42.00%,53.60%,N/A,1.55%,90.94%,1.50%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.2,73.00%,47.50%,62,N/A,67,6.7%,19.6%,3.4%,36.71,7,1
Richmond township (Macomb Cnty),Michigan,Macomb County,3783,101,82,30,52,34,127,179,36,N/A,N/A,N/A,9,17,43,N/A,$74420,N/A,$267600,N/A,N/A,30,8%,45%,29%,80,35 mins,5.00%,0.20%,1.20%,42.00%,53.60%,N/A,N/A,N/A,1.30%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.2,88.50%,33.30%,0,N/A,26,N/A,N/A,N/A,N/A,N/A,1
Richmond township (Marquette Cnty),Michigan,Marquette County,906,16,78,23,55,32,153,186,157,N/A,N/A,N/A,11,25,46,N/A,$41944,N/A,$71700,N/A,N/A,65,7%,37%,31%,94,26 mins,5.60%,0.00%,-1.60%,48.30%,44.10%,N/A,N/A,N/A,1.00%,Marquette,N/A,N/A,3.1,66.10%,40.70%,0,N/A,13,N/A,N/A,N/A,N/A,N/A,0
Ridgeway,Michigan,Lenawee County,1665,58,83,31,52,36,121,180,32,N/A,N/A,8,11,24,38,19.16%,$60761,$850,$146700,N/A,N/A,68,8%,35%,28%,81,28 mins,5.00%,0.80%,4.90%,36.20%,57.10%,N/A,N/A,95.16%,2.50%,Adrian,N/A,N/A,3.4,77.60%,44.00%,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2
Riga,Michigan,Lenawee County,1104,27,83,31,52,35,126,180,33,N/A,N/A,8,10,22,48,17.11%,$56094,$1000,$174600,N/A,N/A,78,8%,35%,26%,81,25 mins,5.00%,0.80%,-31.40%,36.20%,57.10%,N/A,N/A,98.32%,2.50%,Adrian,N/A,N/A,3.4,83.10%,40.80%,7,N/A,25,N/A,N/A,N/A,N/A,N/A,2
Riley township (Clinton Cnty),Michigan,Clinton County,2091,59,82,30,52,33,130,175,43,N/A,N/A,N/A,8,17,43,N/A,$73214,N/A,$183300,N/A,N/A,39,7%,37%,23%,81,27 mins,3.80%,1.10%,5.90%,40.30%,52.90%,N/A,N/A,N/A,1.20%,Lansing-East Lansing,Eastern Standard Time,841,3.2,94.50%,30.40%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,2
Riley township (St. Clair Cnty),Michigan,St. Clair County,3286,86,82,30,52,33,127,177,37,N/A,N/A,N/A,10,19,44,N/A,$60885,N/A,$164000,N/A,N/A,33,10%,46%,22%,83,40 mins,5.50%,0.20%,-2.00%,31.50%,62.90%,N/A,N/A,N/A,1.90%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.5,81.00%,38.70%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,1
River Rouge,Michigan,Wayne County,7559,2848,84,33,51,34,126,178,34,59,40.3,9,46,39,34,9.34%,$26661,$585,$43600,N/A,N/A,78,8%,47%,27%,53,26 mins,6.50%,0.70%,-8.90%,66.40%,29.30%,N/A,48.87%,41.28%,15.30%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.3,42.50%,67.70%,75,N/A,52,37.5%,18.0%,3.9%,55.34,4,1
Riverside,Michigan,Missaukee County,1245,35,80,27,53,32,150,165,69,N/A,N/A,9,11,25,33,14.83%,$48594,$725,$169100,N/A,N/A,34,7%,32%,16%,89,17 mins,5.00%,0.40%,4.20%,21.40%,73.60%,N/A,N/A,98.99%,7.70%,Cadillac,N/A,N/A,3.3,68.60%,43.70%,11,N/A,29,N/A,N/A,N/A,N/A,N/A,1
Riverton,Michigan,Mason County,1488,42,80,29,51,36,127,163,78,N/A,N/A,N/A,13,27,33,18.50%,$53438,$1109,$121100,N/A,N/A,43,9%,31%,21%,90,23 mins,5.10%,0.30%,36.90%,35.70%,57.50%,N/A,2.83%,89.85%,6.70%,Ludington,N/A,N/A,3.3,76.50%,46.60%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,0
Riverview,Michigan,Wayne County,12192,2774,84,33,51,34,125,182,35,59.7,40.8,9,10,22,45,19.73%,$49583,$795,$156300,N/A,N/A,49,5%,29%,20%,67,23 mins,6.50%,0.70%,-3.50%,66.40%,29.30%,N/A,3.60%,94.17%,4.10%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.3,58.60%,54.90%,46,N/A,41,6.5%,16.3%,3.9%,18.47,5,1
Rives,Michigan,Jackson County,4685,131,82,31,51,34,126,175,38,N/A,N/A,N/A,11,21,39,16.83%,$62196,$870,$143100,N/A,N/A,41,11%,42%,29%,81,28 mins,4.90%,0.40%,-1.20%,36.80%,56.70%,N/A,1.17%,95.22%,3.60%,Jackson,Eastern Standard Time,841,3.2,86.40%,46.20%,0,N/A,23,N/A,N/A,N/A,N/A,N/A,1
Robin Glen-Indiantown,Michigan,Saginaw County,921,444,82,29,53,32,118,174,42,57.4,38.7,N/A,17,36,34,4.80%,$31406,$982,$15600,N/A,N/A,40,7%,30%,16%,82,21 mins,5.70%,0.40%,0.40%,46.80%,48.00%,N/A,2.26%,90.69%,12.70%,Saginaw,Eastern Standard Time,595,3.3,59.30%,64.20%,0,N/A,32,19.3%,21.1%,0.5%,12.22,5,1
Robinson,Michigan,Ottawa County,6366,165,80,30,50,35,122,162,74,N/A,N/A,N/A,9,17,39,26.27%,$69336,$891,$238400,N/A,N/A,27,8%,48%,44%,81,23 mins,3.70%,1.90%,5.40%,31.30%,61.50%,N/A,N/A,94.10%,7.90%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.2,90.80%,33.40%,0,N/A,31,N/A,N/A,N/A,N/A,N/A,0
Rochester,Michigan,Oakland County,12987,3390,82,30,52,32,125,175,33,57.7,39.1,8,12,16,41,59.70%,$76133,$1046,$358200,N/A,N/A,37,6%,30%,38%,69,27 mins,4.10%,0.30%,5.50%,51.30%,43.20%,4.75%,2.58%,90.56%,2.40%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.2,59.60%,42.60%,82,N/A,73,3.8%,16.3%,11.7%,84.61,6,1
Rochester Hills,Michigan,Oakland County,73458,2239,82,30,52,32,123,179,33,57.7,39,8,8,15,41,57.41%,$80806,$1287,$379900,2170,$175,35,7%,31%,37%,70,27 mins,3.40%,0.30%,4.00%,51.30%,43.20%,12.55%,4.03%,80.40%,4.50%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.2,72.80%,39.90%,18,N/A,35,3.5%,16.5%,18.9%,0.00,7,2
Rockford,Michigan,Kent County,6132,1902,83,30,53,37,140,160,66,58,39,8,13,21,33,42.52%,$48641,$837,$300000,2205,$136,27,5%,47%,51%,74,24 mins,3.90%,2.00%,10.70%,44.60%,47.70%,N/A,1.74%,95.08%,3.40%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.4,74.70%,39.10%,60,N/A,77,12.4%,20.8%,4.6%,92.82,5,1
Rockwood,Michigan,Wayne County,3197,1268,83,32,51,34,124,180,35,58.9,40.1,9,11,18,45,18.19%,$53617,$876,$151600,N/A,N/A,50,11%,54%,24%,63,25 mins,6.50%,0.70%,-3.80%,66.40%,29.30%,2.13%,N/A,95.98%,N/A,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.3,70.90%,50.70%,47,N/A,41,2%,13.9%,6.4%,76.08,5,1
Rogers City,Michigan,Presque Isle County,2709,597,80,28,52,30,143,171,85,54.6,35.5,10,9,27,48,20.61%,$33993,$510,$72300,N/A,N/A,62,5%,32%,14%,87,24 mins,7.10%,-0.70%,-8.00%,33.10%,61.80%,1.01%,N/A,96.01%,N/A,None,N/A,N/A,3.2,61.50%,46.40%,54,N/A,46,18.9%,14.4%,0.9%,74.15,3,0
Rolland,Michigan,Isabella County,1658,46,82,29,53,33,111,166,59,N/A,N/A,N/A,11,23,27,13.27%,$48750,$588,$141600,N/A,N/A,35,7%,30%,15%,87,27 mins,5.20%,0.40%,31.10%,44.70%,48.30%,N/A,1.96%,94.27%,N/A,Mount Pleasant,N/A,N/A,3.3,78.20%,56.40%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,1
Rollin,Michigan,Lenawee County,3238,96,83,31,52,36,125,180,37,N/A,N/A,8,12,23,51,25.83%,$43152,$673,$179100,N/A,N/A,56,8%,35%,26%,74,38 mins,5.00%,0.80%,-2.00%,36.20%,57.10%,N/A,N/A,99.32%,N/A,Adrian,N/A,N/A,3.4,52.20%,42.90%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,2
Rome,Michigan,Lenawee County,1577,44,83,31,52,35,120,180,32,N/A,N/A,N/A,10,22,46,18.19%,$47647,$618,$151600,N/A,N/A,46,8%,34%,27%,82,28 mins,5.00%,0.80%,-13.00%,36.20%,57.10%,N/A,N/A,98.05%,N/A,Adrian,N/A,N/A,3.4,81.10%,35.00%,0,N/A,23,N/A,N/A,N/A,N/A,N/A,2
Romeo,Michigan,Macomb County,4016,1982,82,30,52,33,117,179,35,58.4,39.7,8,13,22,39,30.87%,$50556,$785,$298600,N/A,N/A,60,8%,45%,37%,69,25 mins,5.00%,0.20%,16.70%,42.00%,53.60%,N/A,6.96%,90.75%,6.50%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.2,71.30%,49.80%,72,N/A,53,8.1%,19.0%,9%,67.11,7,1
